concept,category,mean,sd,lwr,upr,myvar,result,label,outcome,new_label
TONGUE,stop-unvoiced,-0.251905155628625,NA,-0.402787534604264,-0.111652067892924,manner_voicing,Original Results,NA,Weak,TONGUE [stop-unvoiced]
I,labial,-0.301640600021381,NA,-0.468075609471162,-0.137287562771683,position,Original Results,NA,Weak,I [labial]
BLOW (OF WIND),labial,0.623661933081225,NA,0.451545422586914,0.802082215693908,position,Original Results,BLOW (OF WIND) [labial],Strong,BLOW (OF WIND) [labial]
COUGH,labial,-0.290341657067299,NA,-0.466244130257123,-0.122235319244697,position,Original Results,NA,Weak,COUGH [labial]
FLAT,labial,0.30280389292203,NA,0.11309578998612,0.486550001763933,position,Original Results,NA,Weak,FLAT [labial]
HERE,labial,-0.237171232458232,NA,-0.413600107878207,-0.067688928277343,position,Original Results,NA,Weak,HERE [labial]
LAUGH,labial,-0.262202066445718,NA,-0.429549279299094,-0.095326188721599,position,Original Results,NA,Weak,LAUGH [labial]
LUNG,labial,0.240227478138996,NA,0.059022893850218,0.415167060022408,position,Original Results,NA,Weak,LUNG [labial]
MILK,labial,0.249109584906447,NA,0.069634756754486,0.431491084790747,position,Original Results,NA,Weak,MILK [labial]
SNEEZE,labial,-0.369453051282835,NA,-0.547725919945798,-0.199906050005206,position,Original Results,NA,Weak,SNEEZE [labial]
SNORE,labial,-0.426613964305488,NA,-0.612698357669707,-0.248283207487992,position,Original Results,SNORE [labial],Strong,SNORE [labial]
STAND,labial,-0.29968924453987,NA,-0.462271764580787,-0.13585363866314,position,Original Results,NA,Weak,STAND [labial]
THIS,labial,-0.243856020435848,NA,-0.420441700651293,-0.074929112259583,position,Original Results,NA,Weak,THIS [labial]
TOOTH,labial,-0.267313576007167,NA,-0.436190275125164,-0.102977208405226,position,Original Results,NA,Weak,TOOTH [labial]
BLOW (OF WIND),alveolar-voiced,-0.270541299633635,NA,-0.43369827238195,-0.10792185483855,position_voicing,Original Results,NA,Weak,BLOW (OF WIND) [alveolar-voiced]
COUGH,alveolar-voiced,-0.250428611251681,NA,-0.413438086894743,-0.096176467657527,position_voicing,Original Results,NA,Weak,COUGH [alveolar-voiced]
GREEN,alveolar-voiced,0.236601862700859,NA,0.076589802953612,0.392395023905152,position_voicing,Original Results,NA,Weak,GREEN [alveolar-voiced]
LIE DOWN,alveolar-voiced,0.228176584021164,NA,0.057613053635901,0.397009108638502,position_voicing,Original Results,NA,Weak,LIE DOWN [alveolar-voiced]
SAD,alveolar-voiced,0.226233236525491,NA,0.044152156296774,0.401272089222505,position_voicing,Original Results,NA,Weak,SAD [alveolar-voiced]
SNEEZE,alveolar-voiced,-0.330678615465203,NA,-0.497772994234033,-0.162016121208352,position_voicing,Original Results,NA,Weak,SNEEZE [alveolar-voiced]
SNORE,alveolar-voiced,0.444162617518165,NA,0.264337776014667,0.62307181731447,position_voicing,Original Results,SNORE [alveolar-voiced],Strong,SNORE [alveolar-voiced]
SPIT,alveolar-voiced,-0.277122347495144,NA,-0.451021898267868,-0.113806210644945,position_voicing,Original Results,NA,Weak,SPIT [alveolar-voiced]
THUNDER,alveolar-voiced,0.31693077291343,NA,0.150199390100882,0.478555089155301,position_voicing,Original Results,NA,Weak,THUNDER [alveolar-voiced]
TONGUE,alveolar-voiced,0.525491235903165,NA,0.361102075538041,0.679611459546301,position_voicing,Original Results,TONGUE [alveolar-voiced],Strong,TONGUE [alveolar-voiced]
TURN,alveolar-voiced,0.335648407511658,NA,0.175530164341924,0.494345036185178,position_voicing,Original Results,NA,Weak,TURN [alveolar-voiced]
WATER,alveolar-voiced,-0.259856031353491,NA,-0.421925497213696,-0.104849478754584,position_voicing,Original Results,NA,Weak,WATER [alveolar-voiced]
